10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.100006104,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.100006104,1.080242157,0,0,0,0
10.7755725,106.6597594,-53.321083069,162.100006104,1.080242157,0,0,0,0
10.7755725,106.6597594,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755725,106.6597594,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597591,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755724,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.199996948,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.100006104,1.080242157,0,0,0,0
10.7755726,106.6597593,-53.321083069,162.100006104,1.080242157,0,0,0,0
10.7755725,106.6597594,-53.321083069,162.100006104,1.080242157,0,0,0,0
